Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
31,R072,I.S. 72 - STATEN ISLAND,SCA IEH,PO18-REPLACE ACM FLOOR TILES IN THE FOLLOWING CLASSROOMS. 134 = APPROX 918 SQFT 128= APPROX 918 SQFT,Construction,Complete,12/19/2023,IEH,2/2/2024,IEH,23075.0,0.0,SCA0000072579
31,R072,I.S. 72 - STATEN ISLAND,DIIT - RESOA,FY11 RESO A IP SURVEILLANCE CAMERA,Purch & Install,PNS,PNS,PNS,PNS,DIIR,109492.0,0.0,DSF0000710887
31,R072,I.S. 72 - STATEN ISLAND,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.0,0.0,DSF0001034005
31,R072,I.S. 72 - STATEN ISLAND,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,125000.0,0.0,DSF0001086662
31,R072,I.S. 72 - STATEN ISLAND,DOE - RESOA,FY22 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,75000.0,0.0,DSF0001034006
31,R072,I.S. 72 - STATEN ISLAND,DOE - RESOA,FY23 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,7/14/2023,DOER,,DOER,227647.0,0.0,DSF0001036151
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,11/29/2021,5/2/2022,2/23/2022,104190,52485.0,52485.0,"DSF0001008808, DSF0001008807"
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,2/25/2022,7/27/2022,5/12/2022,520950,286510.0,218483.0,"DSF0001008808, DSF0001008807"
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Construction,In-Progress,7/12/2023,1/1/2025,,11721375,10617916.0,2079827.0,"DSF0001008808, DSF0001008807"
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,"CM,F&E",In-Progress,7/12/2023,1/1/2025,,729330,343793.0,336166.0,"DSF0001008808, DSF0001008807"
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,FY17 RESO A GREENHOUSE / FLOOD ELIMINATION / PARAPETS / WINDOWS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS / FY20 RESO A PLAYGROUND UPGRADE,Scope,Complete,5/24/2017,6/9/2020,5/26/2021,214034,453200.0,445092.0,"DSF0000845593, DSF0000882956, DSF0000882958, DSF0000882959, DSF0000882960, DSF0000905848, DSF0000912593, DSF0000913147"
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,FY17 RESO A GREENHOUSE / FLOOD ELIMINATION / PARAPETS / WINDOWS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS / FY20 RESO A PLAYGROUND UPGRADE,Design,Complete,6/2/2021,10/18/2021,2/15/2022,1025603,1074347.0,859706.0,"DSF0000845593, DSF0000882956, DSF0000882958, DSF0000882959, DSF0000882960, DSF0000905848, DSF0000912593, DSF0000913147"
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,FY17 RESO A GREENHOUSE / FLOOD ELIMINATION / PARAPETS / WINDOWS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS / FY20 RESO A PLAYGROUND UPGRADE,Construction,In-Progress,8/3/2022,8/1/2024,,21352656,19257418.0,1888243.0,"DSF0000845593, DSF0000882956, DSF0000882958, DSF0000882959, DSF0000882960, DSF0000905848, DSF0000912593, DSF0000913147"
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,FY17 RESO A GREENHOUSE / FLOOD ELIMINATION / PARAPETS / WINDOWS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS / FY20 RESO A PLAYGROUND UPGRADE,"CM,F&E",In-Progress,8/3/2022,8/1/2024,,1567290,930929.0,917580.0,"DSF0000845593, DSF0000882956, DSF0000882958, DSF0000882959, DSF0000882960, DSF0000905848, DSF0000912593, DSF0000913147"
31,R075,I.S. 75 - STATEN ISLAND,SCA IEH,PO18-CAFETERIA TILE FLOOR - ABATE FLOOR & REPLACE WITH NEW VCT FLOORING CAFETERIA IS APPROX. 7000 SQ,Construction,Complete,3/19/2024,IEH,4/27/2024,IEH,182109.0,164439.0,SCA0000072826
31,R075,I.S. 75 - STATEN ISLAND,DOE - RESOA,FY23 RESO A MEDIA UPGRADE,Construction,In-Progress,5/24/2023,DOER,,DOER,19814.0,0.0,DSF0001036153
31,R075,I.S. 75 - STATEN ISLAND,DOE - RESOA,FY23 RESO A FLOORING UPGRADE,Construction,In-Progress,7/31/2023,DOER,,DOER,130041.0,0.0,DSF0001035268
31,R075,I.S. 75 - STATEN ISLAND,DOE - RESOA,FY24 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,450000.0,0.0,DSF0001086663
31,R077,THE RICHMOND PRE-K CENTER,DIIT - IPDVS,DIIT IPDVS SERVER REFRESH,Purch & Install,Complete,10/20/2022,IPDV,12/1/2022,DIIS,50000.0,34549.0,DSF0001034854
31,R077,THE RICHMOND PRE-K CENTER,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,1/25/2024,DIIR,,DIIR,50000.0,0.0,DSF0001036154
31,R077,THE RICHMOND PRE-K CENTER,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,158000.0,0.0,DSF0001086667
31,R077,THE RICHMOND PRE-K CENTER,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,In-Progress,9/15/2023,DOER,,DOER,159428.0,0.0,DSF0001036155
31,R077,THE RICHMOND PRE-K CENTER,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,75000.0,0.0,DSF0001086664
31,R080,THE DAVID MARQUIS SCHOOL OF THE ARTS - STATEN ISLAND,DOE - Skilled Trades,EMERGENCY POWER FOR QUICK CONNECT PROGRAM,Construction,In-Progress,11/12/2019,DOES,,DOES,831928.0,0.0,DSF0000912203
31,R082,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND - R,SCA CIP,PERM FIX- STEAM PIPE REPAIR @ R082,Scope,In-Progress,2/23/2024,7/25/2024,,0,666.0,666.0,SCA0000072714
31,R082,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND - R,SCA CIP,PERM FIX- STEAM PIPE REPAIR @ R082,Design,PNS,PNS,PNS,PNS,0,2663.0,2663.0,SCA0000072714
31,R082,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND - R,SCA CIP,PERM FIX- STEAM PIPE REPAIR @ R082,Construction,PNS,PNS,PNS,PNS,0,0.0,0.0,SCA0000072714
31,R082,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND - R,SCA CIP,PERM FIX- STEAM PIPE REPAIR @ R082,"CM,F&E",PNS,PNS,PNS,PNS,0,3686.0,3686.0,SCA0000072714
31,R082,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND - R,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,180000.0,0.0,DSF0001086665
31,R086,R721 SPED - STATEN ISLAND,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,6/24/2024,DOES,,DOES,50832.0,0.0,DSF0001085035
31,R090,THE RICHMOND PRE-K CENTER,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,3/15/2024,DOES,,DOES,50832.0,0.0,DSF0001085547
31,R090,THE RICHMOND PRE-K CENTER,DOE - Skilled Trades,WATER MAIN REPLACEMENT,Construction,Complete,2/20/2024,DOES,2/21/2024,DOES,57015.0,,DSF0001111958
31,R091,THE RICHMOND PRE-K CENTER,DOE - RESOA,FY24 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000.0,0.0,DSF0001086666
31,R091,THE RICHMOND PRE-K CENTER,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,4/1/2024,DOES,4/12/2024,DOES,65832.0,9421.0,DSF0001085548
31,R093,THE RICHMOND PRE-K CENTER,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2/6/2024,DOES,5/3/2024,DOES,65832.0,8891.0,DSF0001085549
31,R096,THE RICHMOND PRE-K CENTER,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,1/17/2024,DOES,3/5/2024,DOES,50832.0,189.0,DSF0001085551
31,R101,THE RICHMOND PRE-K CENTER,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,5/20/2024,DOES,,DOES,50832.0,0.0,DSF0001085553
31,R110,THE RICHMOND PRE-K CENTER,SCA CIP,IDA FLOOD ELIMINATION / IDA INTERIOR SPACES / PATH OF TRAVEL IDA INTERIOR SPACES,Scope,Complete,4/8/2022,11/16/2023,9/14/2023,32420,43211.0,13928.0,"DSF0001111844, DSF0001083883, DSF0001085610"
31,R110,THE RICHMOND PRE-K CENTER,SCA CIP,IDA FLOOD ELIMINATION / IDA INTERIOR SPACES / PATH OF TRAVEL IDA INTERIOR SPACES,Design,Complete,9/27/2023,2/2/2024,12/15/2023,145893,97773.0,17064.0,"DSF0001111844, DSF0001083883, DSF0001085610"
31,R110,THE RICHMOND PRE-K CENTER,SCA CIP,IDA FLOOD ELIMINATION / IDA INTERIOR SPACES / PATH OF TRAVEL IDA INTERIOR SPACES,Construction,PNS,PNS,PNS,PNS,1880405,1880405.0,3464.0,"DSF0001111844, DSF0001083883, DSF0001085610"
31,R110,THE RICHMOND PRE-K CENTER,SCA CIP,IDA FLOOD ELIMINATION / IDA INTERIOR SPACES / PATH OF TRAVEL IDA INTERIOR SPACES,"CM,F&E",PNS,PNS,PNS,PNS,348523,348523.0,24388.0,"DSF0001111844, DSF0001083883, DSF0001085610"
31,R110,THE RICHMOND PRE-K CENTER,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,3/12/2024,DOES,,DOES,50832.0,0.0,DSF0001085554
31,R113,THE RICHMOND PRE-K CENTER,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,6/6/2024,DOES,,DOES,50832.0,0.0,DSF0001085556
31,R113,3K CENTER @ 841 FATHER CAPODANNO BOULEVARD - STATEN ISLAND,DOE Managed PRE-K,LEASE,Construction,In-Progress,9/11/2019,DOEP,,DOEP,34454.0,0.0,DSF0000912545
31,R119,R025 SPED - STATEN ISLAND,SCA CIP,PHASE II RENOVATIONS / PATH OF TRAVEL WORK FOR R119 LEASED SITE,Scope,Complete,4/28/2021,1/18/2022,4/20/2022,26871,54728.0,50020.0,"DSF0000961035, DSF0001034155"
31,R119,R025 SPED - STATEN ISLAND,SCA CIP,PHASE II RENOVATIONS / PATH OF TRAVEL WORK FOR R119 LEASED SITE,Design,Complete,4/20/2022,9/1/2022,3/6/2023,133620,193189.0,142578.0,"DSF0000961035, DSF0001034155"
31,R119,R025 SPED - STATEN ISLAND,SCA CIP,PHASE II RENOVATIONS / PATH OF TRAVEL WORK FOR R119 LEASED SITE,Construction,In-Progress,10/16/2023,4/15/2025,,2942927,2708673.0,1471437.0,"DSF0000961035, DSF0001034155"
31,R119,R025 SPED - STATEN ISLAND,SCA CIP,PHASE II RENOVATIONS / PATH OF TRAVEL WORK FOR R119 LEASED SITE,"CM,F&E",In-Progress,10/16/2023,4/15/2025,,193604,21656.0,21348.0,"DSF0000961035, DSF0001034155"
31,R119,R025 SPED - STATEN ISLAND,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,1/17/2024,DOES,,DOES,65832.0,0.0,DSF0001085557
31,R121,P.S. @ 4074 VICTORY BLVD - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Scope,Complete,3/25/2021,8/12/2021,8/27/2021,1537800,984964.0,949377.0,DSF0000889060
31,R121,P.S. @ 4074 VICTORY BLVD - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Design,Complete,8/30/2021,4/25/2022,9/2/2022,6920100,3354264.0,1998197.0,DSF0000889060
31,R121,P.S. @ 4074 VICTORY BLVD - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Construction,In-Progress,3/27/2023,9/3/2025,,87270150,78413943.0,48050830.0,DSF0000889060
31,R121,P.S. @ 4074 VICTORY BLVD - STATEN ISLAND,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",In-Progress,3/27/2023,9/3/2025,,12302400,6590810.0,2088424.0,DSF0000889060
31,R122,P.S. 13 ANNEX - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Scope,Complete,3/28/2023,9/5/2023,9/5/2023,1337500,925002.0,918617.0,DSF0000911852
31,R122,P.S. 13 ANNEX - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Design,Complete,9/6/2023,3/29/2024,5/6/2024,6018750,1293547.0,1011258.0,DSF0000911852
31,R122,P.S. 13 ANNEX - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Construction,PNS,PNS,PNS,PNS,75903125,75903125.0,610417.0,DSF0000911852
31,R122,P.S. 13 ANNEX - STATEN ISLAND,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",PNS,PNS,PNS,PNS,10700000,10700000.0,362296.0,DSF0000911852
31,R122,P.S. 13 ANNEX - STATEN ISLAND,SCA CIP,DEMOLITION,Scope,Complete,3/28/2023,3/28/2023,3/28/2023,23890,36871.0,20397.0,DSF0000911852
31,R122,P.S. 13 ANNEX - STATEN ISLAND,SCA CIP,DEMOLITION,Design,Complete,3/28/2023,9/15/2023,9/22/2023,119450,188692.0,183563.0,DSF0000911852
31,R122,P.S. 13 ANNEX - STATEN ISLAND,SCA CIP,DEMOLITION,Construction,In-Progress,4/15/2024,4/14/2025,,2687625,2936304.0,542250.0,DSF0000911852
31,R122,P.S. 13 ANNEX - STATEN ISLAND,SCA CIP,DEMOLITION,"CM,F&E",In-Progress,4/15/2024,4/14/2025,,167230,160449.0,156611.0,DSF0000911852
31,R123,I.S./H.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Scope,In-Progress,3/19/2024,10/10/2024,,,522378.0,522378.0,DSF0000890637
31,R123,I.S./H.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Design,PNS,PNS,PNS,PNS,,9525.0,9525.0,DSF0000890637
31,R123,I.S./H.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Construction,PNS,PNS,PNS,PNS,,141879.0,141879.0,DSF0000890637
31,R123,I.S./H.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",PNS,PNS,PNS,PNS,,93221.0,89983.0,DSF0000890637
31,R123,I.S./H.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA CIP,DEMOLITION,Scope,In-Progress,3/19/2024,8/1/2024,,,988223.0,103304.0,DSF0000890637
31,R123,I.S./H.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA CIP,DEMOLITION,Design,PNS,PNS,PNS,PNS,,62904.0,62904.0,DSF0000890637
31,R123,I.S./H.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA CIP,DEMOLITION,Construction,PNS,PNS,PNS,PNS,,13107.0,0.0,DSF0000890637
31,R123,I.S./H.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA CIP,DEMOLITION,"CM,F&E",PNS,PNS,PNS,PNS,0,66274.0,66059.0,DSF0000890637
31,R125,P.S./I.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Scope,In-Progress,3/19/2024,10/3/2024,,,273882.0,6231.0,DSF0000798213
31,R125,P.S./I.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Design,PNS,PNS,PNS,PNS,,24924.0,24924.0,DSF0000798213
31,R125,P.S./I.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW SCHOOL,Construction,PNS,PNS,PNS,PNS,,8308.0,0.0,DSF0000798213
31,R125,P.S./I.S. @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",PNS,PNS,PNS,PNS,,41582.0,39204.0,DSF0000798213
31,R126,ANNEX @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,CHAPEL RENOVATION @ 57 CLEVELAND PLACE,Scope,In-Progress,3/19/2024,10/29/2024,,,172211.0,3517.0,DSF0001112087
31,R126,ANNEX @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,CHAPEL RENOVATION @ 57 CLEVELAND PLACE,Design,PNS,PNS,PNS,PNS,,21068.0,14068.0,DSF0001112087
31,R126,ANNEX @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,CHAPEL RENOVATION @ 57 CLEVELAND PLACE,Construction,PNS,PNS,PNS,PNS,,0.0,0.0,DSF0001112087
31,R126,ANNEX @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,CHAPEL RENOVATION @ 57 CLEVELAND PLACE,"CM,Art,F&E",PNS,PNS,PNS,PNS,,27888.0,26816.0,DSF0001112087
31,R126,ANNEX @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA CIP,DEMOLITION,Scope,Complete,7/21/2023,7/21/2023,7/21/2023,94980,119255.0,118241.0,DSF0000890637
31,R126,ANNEX @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA CIP,DEMOLITION,Design,Complete,7/21/2023,12/15/2023,5/13/2024,474900,20161.0,20161.0,DSF0000890637
31,R126,ANNEX @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA CIP,DEMOLITION,Construction,PNS,PNS,PNS,PNS,10685250,14545045.0,1290271.0,DSF0000890637
31,R126,ANNEX @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA CIP,DEMOLITION,"CM,F&E",PNS,PNS,PNS,PNS,664860,664860.0,266718.0,DSF0000890637
31,R127,MAINTENANCE BUILDING @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW MAINTENANCE BUILDING,Scope,In-Progress,3/19/2024,10/10/2024,,,33662.0,33662.0,DSF0001112088
31,R127,MAINTENANCE BUILDING @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW MAINTENANCE BUILDING,Design,PNS,PNS,PNS,PNS,,1525.0,1525.0,DSF0001112088
31,R127,MAINTENANCE BUILDING @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW MAINTENANCE BUILDING,Construction,PNS,PNS,PNS,PNS,,0.0,0.0,DSF0001112088
31,R127,MAINTENANCE BUILDING @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,NEW MAINTENANCE BUILDING,"CM,Art,F&E",PNS,PNS,PNS,PNS,,20469.0,19859.0,DSF0001112088
31,R128,ATHLETIC FIELD @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,ATHLETIC FIELD & FINAL SITEWORK @ 57 CLEVELAND PLACE,Scope,In-Progress,3/19/2024,8/1/2024,,,644990.0,376.0,DSF0001112089
31,R128,ATHLETIC FIELD @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,ATHLETIC FIELD & FINAL SITEWORK @ 57 CLEVELAND PLACE,Design,PNS,PNS,PNS,PNS,,1504.0,1504.0,DSF0001112089
31,R128,ATHLETIC FIELD @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,ATHLETIC FIELD & FINAL SITEWORK @ 57 CLEVELAND PLACE,Construction,PNS,PNS,PNS,PNS,,0.0,0.0,DSF0001112089
31,R128,ATHLETIC FIELD @ 57 CLEVELAND PLACE - STATEN ISLAND,SCA Capacity,ATHLETIC FIELD & FINAL SITEWORK @ 57 CLEVELAND PLACE,"CM,Art,F&E",PNS,PNS,PNS,PNS,,19525.0,18311.0,DSF0001112089
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARAPETS / EXTERIOR MASONRY / ROOFS,Scope,Complete,7/19/2019,12/5/2019,12/23/2019,294742,407173.0,400910.0,"DSF0000905874, DSF0000905875, DSF0000951581"
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARAPETS / EXTERIOR MASONRY / ROOFS,Design,Complete,1/8/2020,6/9/2020,6/25/2020,1473705,1319091.0,1277012.0,"DSF0000905874, DSF0000905875, DSF0000951581"
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARAPETS / EXTERIOR MASONRY / ROOFS,Construction,In-Progress,7/6/2021,6/19/2024,,33158366,30952202.0,23977025.0,"DSF0000905874, DSF0000905875, DSF0000951581"
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARAPETS / EXTERIOR MASONRY / ROOFS,"CM,F&E",In-Progress,7/6/2021,6/19/2024,,2063187,1108782.0,1064814.0,"DSF0000905874, DSF0000905875, DSF0000951581"
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,SCIENCE LAB UPGRADES,Scope,Complete,10/7/2021,2/28/2022,1/24/2022,26467,40301.0,40301.0,DSF0001000667
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,SCIENCE LAB UPGRADES,Design,Complete,2/2/2022,8/4/2022,10/5/2022,132335,129147.0,124669.0,DSF0001000667
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,SCIENCE LAB UPGRADES,Construction,In-Progress,5/15/2023,5/13/2024,,2977547,2926422.0,2361942.0,DSF0001000667
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,SCIENCE LAB UPGRADES,"CM,F&E",In-Progress,5/15/2023,5/13/2024,,227466,205929.0,171242.0,DSF0001000667
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,HOT WATER HEATER REPLACEMENT / AIR CONDITIONING / COVID VENTILATION / COVID BMS REPLACEMENT,Scope,Complete,1/11/2019,12/4/2020,6/4/2021,110078,107503.0,104017.0,"DSF0000951585, DSF0000960626, DSF0000961097, DSF0001000648"
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,HOT WATER HEATER REPLACEMENT / AIR CONDITIONING / COVID VENTILATION / COVID BMS REPLACEMENT,Design,Complete,6/15/2021,11/15/2021,2/3/2022,543998,434385.0,387764.0,"DSF0000951585, DSF0000960626, DSF0000961097, DSF0001000648"
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,HOT WATER HEATER REPLACEMENT / AIR CONDITIONING / COVID VENTILATION / COVID BMS REPLACEMENT,Construction,In-Progress,8/8/2022,8/6/2024,,11687077,10945461.0,8068901.0,"DSF0000951585, DSF0000960626, DSF0000961097, DSF0001000648"
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,HOT WATER HEATER REPLACEMENT / AIR CONDITIONING / COVID VENTILATION / COVID BMS REPLACEMENT,"CM,F&E",In-Progress,8/8/2022,8/6/2024,,818478,422171.0,392329.0,"DSF0000951585, DSF0000960626, DSF0000961097, DSF0001000648"
31,R435,NEW DORP HS - STATEN ISLAND,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,12/20/2023,DIIR,,DIIR,175000.0,0.0,DSF0001036157
31,R435,NEW DORP HS - STATEN ISLAND,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.0,0.0,DSF0001086669
31,R435,NEW DORP HS - STATEN ISLAND,DOE - RESOA,FY21 RESO A ROOM CONVERSION,Construction,In-Progress,8/9/2021,DOER,,DOER,59263.0,0.0,DSF0001008364
31,R435,NEW DORP HS - STATEN ISLAND,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,345824.0,0.0,DSF0001086668
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY20 RESO A FIELD UPGRADE,Scope,Complete,3/5/2021,7/29/2021,1/4/2023,0,233996.0,233335.0,DSF0000913150
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY20 RESO A FIELD UPGRADE,Design,In-Progress,1/4/2023,6/30/2023,,832200,598204.0,247537.0,DSF0000913150
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY20 RESO A FIELD UPGRADE,Construction,PNS,PNS,PNS,PNS,12205600,12205600.0,140077.0,DSF0000913150
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY20 RESO A FIELD UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,832200,832200.0,52307.0,DSF0000913150
31,R440,STATEN ISLAND TECHNICAL HS - R,SCA CIP,REINFORCING SUPPORT ELEMENTS,Scope,Complete,9/28/2023,2/16/2024,12/22/2023,16458,26588.0,26124.0,DSF0001078512
31,R440,STATEN ISLAND TECHNICAL HS - R,SCA CIP,REINFORCING SUPPORT ELEMENTS,Design,Complete,1/8/2024,6/7/2024,4/25/2024,82291,50109.0,16123.0,DSF0001078512
31,R440,STATEN ISLAND TECHNICAL HS - R,SCA CIP,REINFORCING SUPPORT ELEMENTS,Construction,PNS,PNS,PNS,PNS,1851552,1851552.0,9878.0,DSF0001078512
31,R440,STATEN ISLAND TECHNICAL HS - R,SCA CIP,REINFORCING SUPPORT ELEMENTS,"CM,F&E",PNS,PNS,PNS,PNS,115208,115208.0,27438.0,DSF0001078512
31,R440,STATEN ISLAND TECHNICAL HS - R,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,5/12/2022,9/12/2022,5/31/2022,6400,5276.0,5276.0,DSF0001034666
31,R440,STATEN ISLAND TECHNICAL HS - R,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,5/31/2022,11/25/2022,8/31/2022,28800,21101.0,21101.0,DSF0001034666
31,R440,STATEN ISLAND TECHNICAL HS - R,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,5/31/2023,4/24/2024,,371200,329926.0,207376.0,DSF0001034666
31,R440,STATEN ISLAND TECHNICAL HS - R,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,5/31/2023,4/24/2024,,127670,105134.0,88749.0,DSF0001034666
31,R440,STATEN ISLAND TECHNICAL HS - R,SCA IEH,PO18-ASSIST STEAMFITTERS: REMOVE APPROX 24 FT OF ACM PIPE COVERING SO REPAIRS TO STEAM PIPE CAN BE M,Construction,Complete,1/19/2024,IEH,1/21/2024,IEH,17536.0,17536.0,SCA0000072661
31,R440,STATEN ISLAND TECHNICAL HS - R,SCA IEH,PO18-PLEASE REMOVE 20 FT. OF ACM ON SUPPLY AND RETURN LINES IN STAIRCASE B1. LINES ARE SPRAYED RED,Construction,Complete,1/22/2024,IEH,1/28/2024,IEH,27000.0,1629.0,SCA0000072670
